call_id,agent_id,timestamp,date,expected_emotion,emotion_code,intensity,actor_id,sentence,audio_file,local_path
call_2024-12-12_agent_01_483,agent_01,2024-12-12T15:35:00,2024-12-12,joy,HAP,MD,1020,IEO,call_2024-12-12_agent_01_483.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_01_483.wav
call_2024-12-13_agent_01_484,agent_01,2024-12-13T15:23:00,2024-12-13,joy,HAP,MD,1021,IEO,call_2024-12-13_agent_01_484.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_01_484.wav
call_2024-12-14_agent_01_485,agent_01,2024-12-14T11:29:00,2024-12-14,joy,HAP,MD,1022,IEO,call_2024-12-14_agent_01_485.wav,D:\haam_framework\data\cremad_samples\call_2024-12-14_agent_01_485.wav
call_2024-12-15_agent_01_486,agent_01,2024-12-15T14:28:00,2024-12-15,joy,HAP,MD,1023,IEO,call_2024-12-15_agent_01_486.wav,D:\haam_framework\data\cremad_samples\call_2024-12-15_agent_01_486.wav
call_2024-12-16_agent_01_487,agent_01,2024-12-16T12:29:00,2024-12-16,joy,HAP,MD,1024,IEO,call_2024-12-16_agent_01_487.wav,D:\haam_framework\data\cremad_samples\call_2024-12-16_agent_01_487.wav
call_2024-12-17_agent_01_488,agent_01,2024-12-17T16:55:00,2024-12-17,joy,HAP,MD,1025,IEO,call_2024-12-17_agent_01_488.wav,D:\haam_framework\data\cremad_samples\call_2024-12-17_agent_01_488.wav
call_2024-12-18_agent_01_489,agent_01,2024-12-18T14:43:00,2024-12-18,joy,HAP,MD,1026,IEO,call_2024-12-18_agent_01_489.wav,D:\haam_framework\data\cremad_samples\call_2024-12-18_agent_01_489.wav
call_2024-12-19_agent_01_490,agent_01,2024-12-19T15:43:00,2024-12-19,joy,HAP,MD,1027,IEO,call_2024-12-19_agent_01_490.wav,D:\haam_framework\data\cremad_samples\call_2024-12-19_agent_01_490.wav
call_2024-12-10_agent_01_491,agent_01,2024-12-10T16:21:00,2024-12-10,joy,HAP,MD,1028,IEO,call_2024-12-10_agent_01_491.wav,D:\haam_framework\data\cremad_samples\call_2024-12-10_agent_01_491.wav
call_2024-12-11_agent_01_492,agent_01,2024-12-11T09:17:00,2024-12-11,joy,HAP,MD,1029,IEO,call_2024-12-11_agent_01_492.wav,D:\haam_framework\data\cremad_samples\call_2024-12-11_agent_01_492.wav
call_2024-12-12_agent_01_493,agent_01,2024-12-12T16:48:00,2024-12-12,joy,HAP,MD,1030,IEO,call_2024-12-12_agent_01_493.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_01_493.wav
call_2024-12-13_agent_02_494,agent_02,2024-12-13T13:48:00,2024-12-13,joy,HAP,MD,1031,IEO,call_2024-12-13_agent_02_494.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_02_494.wav
call_2024-12-14_agent_02_495,agent_02,2024-12-14T10:29:00,2024-12-14,joy,HAP,MD,1032,IEO,call_2024-12-14_agent_02_495.wav,D:\haam_framework\data\cremad_samples\call_2024-12-14_agent_02_495.wav
call_2024-12-15_agent_02_496,agent_02,2024-12-15T16:56:00,2024-12-15,joy,HAP,MD,1033,IEO,call_2024-12-15_agent_02_496.wav,D:\haam_framework\data\cremad_samples\call_2024-12-15_agent_02_496.wav
call_2024-12-16_agent_02_497,agent_02,2024-12-16T11:05:00,2024-12-16,joy,HAP,MD,1034,IEO,call_2024-12-16_agent_02_497.wav,D:\haam_framework\data\cremad_samples\call_2024-12-16_agent_02_497.wav
call_2024-12-17_agent_02_498,agent_02,2024-12-17T15:14:00,2024-12-17,joy,HAP,MD,1035,IEO,call_2024-12-17_agent_02_498.wav,D:\haam_framework\data\cremad_samples\call_2024-12-17_agent_02_498.wav
call_2024-12-18_agent_02_499,agent_02,2024-12-18T12:36:00,2024-12-18,joy,HAP,MD,1036,IEO,call_2024-12-18_agent_02_499.wav,D:\haam_framework\data\cremad_samples\call_2024-12-18_agent_02_499.wav
call_2024-12-19_agent_02_500,agent_02,2024-12-19T11:34:00,2024-12-19,joy,HAP,MD,1037,IEO,call_2024-12-19_agent_02_500.wav,D:\haam_framework\data\cremad_samples\call_2024-12-19_agent_02_500.wav
call_2024-12-10_agent_02_501,agent_02,2024-12-10T15:36:00,2024-12-10,joy,HAP,MD,1038,IEO,call_2024-12-10_agent_02_501.wav,D:\haam_framework\data\cremad_samples\call_2024-12-10_agent_02_501.wav
call_2024-12-11_agent_02_502,agent_02,2024-12-11T11:37:00,2024-12-11,joy,HAP,MD,1039,IEO,call_2024-12-11_agent_02_502.wav,D:\haam_framework\data\cremad_samples\call_2024-12-11_agent_02_502.wav
call_2024-12-12_agent_02_503,agent_02,2024-12-12T11:47:00,2024-12-12,joy,HAP,MD,1040,IEO,call_2024-12-12_agent_02_503.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_02_503.wav
call_2024-12-13_agent_02_504,agent_02,2024-12-13T11:57:00,2024-12-13,joy,HAP,MD,1041,IEO,call_2024-12-13_agent_02_504.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_02_504.wav
call_2024-12-14_agent_02_505,agent_02,2024-12-14T13:00:00,2024-12-14,joy,HAP,MD,1042,IEO,call_2024-12-14_agent_02_505.wav,D:\haam_framework\data\cremad_samples\call_2024-12-14_agent_02_505.wav
call_2024-12-15_agent_02_506,agent_02,2024-12-15T09:34:00,2024-12-15,joy,HAP,MD,1043,IEO,call_2024-12-15_agent_02_506.wav,D:\haam_framework\data\cremad_samples\call_2024-12-15_agent_02_506.wav
call_2024-12-16_agent_02_507,agent_02,2024-12-16T11:53:00,2024-12-16,joy,HAP,MD,1044,IEO,call_2024-12-16_agent_02_507.wav,D:\haam_framework\data\cremad_samples\call_2024-12-16_agent_02_507.wav
call_2024-12-17_agent_02_508,agent_02,2024-12-17T16:23:00,2024-12-17,joy,HAP,MD,1045,IEO,call_2024-12-17_agent_02_508.wav,D:\haam_framework\data\cremad_samples\call_2024-12-17_agent_02_508.wav
call_2024-12-18_agent_02_509,agent_02,2024-12-18T12:59:00,2024-12-18,joy,HAP,MD,1046,IEO,call_2024-12-18_agent_02_509.wav,D:\haam_framework\data\cremad_samples\call_2024-12-18_agent_02_509.wav
call_2024-12-19_agent_02_510,agent_02,2024-12-19T10:45:00,2024-12-19,joy,HAP,MD,1047,IEO,call_2024-12-19_agent_02_510.wav,D:\haam_framework\data\cremad_samples\call_2024-12-19_agent_02_510.wav
call_2024-12-10_agent_02_511,agent_02,2024-12-10T12:01:00,2024-12-10,joy,HAP,MD,1048,IEO,call_2024-12-10_agent_02_511.wav,D:\haam_framework\data\cremad_samples\call_2024-12-10_agent_02_511.wav
call_2024-12-11_agent_02_512,agent_02,2024-12-11T16:26:00,2024-12-11,joy,HAP,MD,1049,IEO,call_2024-12-11_agent_02_512.wav,D:\haam_framework\data\cremad_samples\call_2024-12-11_agent_02_512.wav
call_2024-12-12_agent_02_513,agent_02,2024-12-12T10:03:00,2024-12-12,joy,HAP,MD,1050,IEO,call_2024-12-12_agent_02_513.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_02_513.wav
call_2024-12-13_agent_02_514,agent_02,2024-12-13T16:20:00,2024-12-13,joy,HAP,MD,1051,IEO,call_2024-12-13_agent_02_514.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_02_514.wav
call_2024-12-14_agent_02_515,agent_02,2024-12-14T11:15:00,2024-12-14,joy,HAP,MD,1052,IEO,call_2024-12-14_agent_02_515.wav,D:\haam_framework\data\cremad_samples\call_2024-12-14_agent_02_515.wav
call_2024-12-15_agent_02_516,agent_02,2024-12-15T16:45:00,2024-12-15,joy,HAP,MD,1053,IEO,call_2024-12-15_agent_02_516.wav,D:\haam_framework\data\cremad_samples\call_2024-12-15_agent_02_516.wav
call_2024-12-16_agent_02_517,agent_02,2024-12-16T10:21:00,2024-12-16,joy,HAP,MD,1054,IEO,call_2024-12-16_agent_02_517.wav,D:\haam_framework\data\cremad_samples\call_2024-12-16_agent_02_517.wav
call_2024-12-17_agent_02_518,agent_02,2024-12-17T15:27:00,2024-12-17,joy,HAP,MD,1055,IEO,call_2024-12-17_agent_02_518.wav,D:\haam_framework\data\cremad_samples\call_2024-12-17_agent_02_518.wav
call_2024-12-18_agent_02_519,agent_02,2024-12-18T09:12:00,2024-12-18,joy,HAP,MD,1056,IEO,call_2024-12-18_agent_02_519.wav,D:\haam_framework\data\cremad_samples\call_2024-12-18_agent_02_519.wav
call_2024-12-19_agent_02_520,agent_02,2024-12-19T13:42:00,2024-12-19,joy,HAP,MD,1057,IEO,call_2024-12-19_agent_02_520.wav,D:\haam_framework\data\cremad_samples\call_2024-12-19_agent_02_520.wav
call_2024-12-10_agent_02_521,agent_02,2024-12-10T13:47:00,2024-12-10,joy,HAP,MD,1058,IEO,call_2024-12-10_agent_02_521.wav,D:\haam_framework\data\cremad_samples\call_2024-12-10_agent_02_521.wav
call_2024-12-11_agent_02_522,agent_02,2024-12-11T13:28:00,2024-12-11,joy,HAP,MD,1059,IEO,call_2024-12-11_agent_02_522.wav,D:\haam_framework\data\cremad_samples\call_2024-12-11_agent_02_522.wav
call_2024-12-12_agent_02_523,agent_02,2024-12-12T12:35:00,2024-12-12,joy,HAP,MD,1060,IEO,call_2024-12-12_agent_02_523.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_02_523.wav
call_2024-12-13_agent_03_524,agent_03,2024-12-13T15:26:00,2024-12-13,joy,HAP,MD,1061,IEO,call_2024-12-13_agent_03_524.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_03_524.wav
call_2024-12-14_agent_03_525,agent_03,2024-12-14T12:04:00,2024-12-14,joy,HAP,MD,1062,IEO,call_2024-12-14_agent_03_525.wav,D:\haam_framework\data\cremad_samples\call_2024-12-14_agent_03_525.wav
call_2024-12-15_agent_03_526,agent_03,2024-12-15T14:55:00,2024-12-15,joy,HAP,MD,1063,IEO,call_2024-12-15_agent_03_526.wav,D:\haam_framework\data\cremad_samples\call_2024-12-15_agent_03_526.wav
call_2024-12-16_agent_03_527,agent_03,2024-12-16T10:43:00,2024-12-16,joy,HAP,MD,1064,IEO,call_2024-12-16_agent_03_527.wav,D:\haam_framework\data\cremad_samples\call_2024-12-16_agent_03_527.wav
call_2024-12-17_agent_03_528,agent_03,2024-12-17T11:05:00,2024-12-17,joy,HAP,MD,1065,IEO,call_2024-12-17_agent_03_528.wav,D:\haam_framework\data\cremad_samples\call_2024-12-17_agent_03_528.wav
call_2024-12-18_agent_03_529,agent_03,2024-12-18T10:25:00,2024-12-18,joy,HAP,MD,1066,IEO,call_2024-12-18_agent_03_529.wav,D:\haam_framework\data\cremad_samples\call_2024-12-18_agent_03_529.wav
call_2024-12-19_agent_03_530,agent_03,2024-12-19T09:10:00,2024-12-19,joy,HAP,MD,1067,IEO,call_2024-12-19_agent_03_530.wav,D:\haam_framework\data\cremad_samples\call_2024-12-19_agent_03_530.wav
call_2024-12-10_agent_03_531,agent_03,2024-12-10T10:42:00,2024-12-10,joy,HAP,MD,1068,IEO,call_2024-12-10_agent_03_531.wav,D:\haam_framework\data\cremad_samples\call_2024-12-10_agent_03_531.wav
call_2024-12-11_agent_03_532,agent_03,2024-12-11T16:08:00,2024-12-11,joy,HAP,MD,1069,IEO,call_2024-12-11_agent_03_532.wav,D:\haam_framework\data\cremad_samples\call_2024-12-11_agent_03_532.wav
call_2024-12-12_agent_03_533,agent_03,2024-12-12T12:08:00,2024-12-12,joy,HAP,MD,1070,IEO,call_2024-12-12_agent_03_533.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_03_533.wav
call_2024-12-13_agent_03_534,agent_03,2024-12-13T12:16:00,2024-12-13,joy,HAP,MD,1071,IEO,call_2024-12-13_agent_03_534.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_03_534.wav
call_2024-12-14_agent_03_535,agent_03,2024-12-14T14:03:00,2024-12-14,joy,HAP,MD,1072,IEO,call_2024-12-14_agent_03_535.wav,D:\haam_framework\data\cremad_samples\call_2024-12-14_agent_03_535.wav
call_2024-12-15_agent_03_536,agent_03,2024-12-15T14:38:00,2024-12-15,joy,HAP,MD,1073,IEO,call_2024-12-15_agent_03_536.wav,D:\haam_framework\data\cremad_samples\call_2024-12-15_agent_03_536.wav
call_2024-12-16_agent_03_537,agent_03,2024-12-16T11:15:00,2024-12-16,joy,HAP,MD,1074,IEO,call_2024-12-16_agent_03_537.wav,D:\haam_framework\data\cremad_samples\call_2024-12-16_agent_03_537.wav
call_2024-12-17_agent_03_538,agent_03,2024-12-17T09:24:00,2024-12-17,joy,HAP,MD,1075,IEO,call_2024-12-17_agent_03_538.wav,D:\haam_framework\data\cremad_samples\call_2024-12-17_agent_03_538.wav
call_2024-12-18_agent_03_539,agent_03,2024-12-18T14:26:00,2024-12-18,joy,HAP,MD,1076,IEO,call_2024-12-18_agent_03_539.wav,D:\haam_framework\data\cremad_samples\call_2024-12-18_agent_03_539.wav
call_2024-12-19_agent_03_540,agent_03,2024-12-19T11:11:00,2024-12-19,joy,HAP,MD,1077,IEO,call_2024-12-19_agent_03_540.wav,D:\haam_framework\data\cremad_samples\call_2024-12-19_agent_03_540.wav
call_2024-12-10_agent_03_541,agent_03,2024-12-10T16:17:00,2024-12-10,joy,HAP,MD,1078,IEO,call_2024-12-10_agent_03_541.wav,D:\haam_framework\data\cremad_samples\call_2024-12-10_agent_03_541.wav
call_2024-12-11_agent_03_542,agent_03,2024-12-11T15:06:00,2024-12-11,joy,HAP,MD,1079,IEO,call_2024-12-11_agent_03_542.wav,D:\haam_framework\data\cremad_samples\call_2024-12-11_agent_03_542.wav
call_2024-12-12_agent_03_543,agent_03,2024-12-12T10:00:00,2024-12-12,joy,HAP,MD,1080,IEO,call_2024-12-12_agent_03_543.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_03_543.wav
call_2024-12-13_agent_03_544,agent_03,2024-12-13T13:13:00,2024-12-13,joy,HAP,MD,1081,IEO,call_2024-12-13_agent_03_544.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_03_544.wav
call_2024-12-14_agent_03_545,agent_03,2024-12-14T16:39:00,2024-12-14,joy,HAP,MD,1082,IEO,call_2024-12-14_agent_03_545.wav,D:\haam_framework\data\cremad_samples\call_2024-12-14_agent_03_545.wav
call_2024-12-15_agent_03_546,agent_03,2024-12-15T09:43:00,2024-12-15,joy,HAP,MD,1083,IEO,call_2024-12-15_agent_03_546.wav,D:\haam_framework\data\cremad_samples\call_2024-12-15_agent_03_546.wav
call_2024-12-16_agent_03_547,agent_03,2024-12-16T13:16:00,2024-12-16,joy,HAP,MD,1084,IEO,call_2024-12-16_agent_03_547.wav,D:\haam_framework\data\cremad_samples\call_2024-12-16_agent_03_547.wav
call_2024-12-17_agent_03_548,agent_03,2024-12-17T15:29:00,2024-12-17,joy,HAP,MD,1085,IEO,call_2024-12-17_agent_03_548.wav,D:\haam_framework\data\cremad_samples\call_2024-12-17_agent_03_548.wav
call_2024-12-18_agent_03_549,agent_03,2024-12-18T16:46:00,2024-12-18,joy,HAP,MD,1086,IEO,call_2024-12-18_agent_03_549.wav,D:\haam_framework\data\cremad_samples\call_2024-12-18_agent_03_549.wav
call_2024-12-19_agent_03_550,agent_03,2024-12-19T12:29:00,2024-12-19,joy,HAP,MD,1087,IEO,call_2024-12-19_agent_03_550.wav,D:\haam_framework\data\cremad_samples\call_2024-12-19_agent_03_550.wav
call_2024-12-10_agent_03_551,agent_03,2024-12-10T15:27:00,2024-12-10,joy,HAP,MD,1088,IEO,call_2024-12-10_agent_03_551.wav,D:\haam_framework\data\cremad_samples\call_2024-12-10_agent_03_551.wav
call_2024-12-11_agent_03_552,agent_03,2024-12-11T11:17:00,2024-12-11,joy,HAP,MD,1089,IEO,call_2024-12-11_agent_03_552.wav,D:\haam_framework\data\cremad_samples\call_2024-12-11_agent_03_552.wav
call_2024-12-12_agent_03_553,agent_03,2024-12-12T12:15:00,2024-12-12,joy,HAP,MD,1090,IEO,call_2024-12-12_agent_03_553.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_03_553.wav
call_2024-12-13_agent_03_554,agent_03,2024-12-13T15:33:00,2024-12-13,joy,HAP,MD,1091,IEO,call_2024-12-13_agent_03_554.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_03_554.wav
call_2024-12-14_agent_01_555,agent_01,2024-12-14T16:49:00,2024-12-14,joy,HAP,LO,1001,IEO,call_2024-12-14_agent_01_555.wav,D:\haam_framework\data\cremad_samples\call_2024-12-14_agent_01_555.wav
call_2024-12-15_agent_01_556,agent_01,2024-12-15T12:27:00,2024-12-15,joy,HAP,LO,1002,IEO,call_2024-12-15_agent_01_556.wav,D:\haam_framework\data\cremad_samples\call_2024-12-15_agent_01_556.wav
call_2024-12-16_agent_01_557,agent_01,2024-12-16T11:43:00,2024-12-16,joy,HAP,LO,1003,IEO,call_2024-12-16_agent_01_557.wav,D:\haam_framework\data\cremad_samples\call_2024-12-16_agent_01_557.wav
call_2024-12-17_agent_01_558,agent_01,2024-12-17T14:23:00,2024-12-17,joy,HAP,LO,1004,IEO,call_2024-12-17_agent_01_558.wav,D:\haam_framework\data\cremad_samples\call_2024-12-17_agent_01_558.wav
call_2024-12-18_agent_01_559,agent_01,2024-12-18T14:19:00,2024-12-18,joy,HAP,LO,1005,IEO,call_2024-12-18_agent_01_559.wav,D:\haam_framework\data\cremad_samples\call_2024-12-18_agent_01_559.wav
call_2024-12-19_agent_01_560,agent_01,2024-12-19T11:07:00,2024-12-19,joy,HAP,LO,1006,IEO,call_2024-12-19_agent_01_560.wav,D:\haam_framework\data\cremad_samples\call_2024-12-19_agent_01_560.wav
call_2024-12-10_agent_01_561,agent_01,2024-12-10T14:54:00,2024-12-10,joy,HAP,LO,1007,IEO,call_2024-12-10_agent_01_561.wav,D:\haam_framework\data\cremad_samples\call_2024-12-10_agent_01_561.wav
call_2024-12-11_agent_01_562,agent_01,2024-12-11T13:10:00,2024-12-11,joy,HAP,LO,1008,IEO,call_2024-12-11_agent_01_562.wav,D:\haam_framework\data\cremad_samples\call_2024-12-11_agent_01_562.wav
call_2024-12-12_agent_01_563,agent_01,2024-12-12T14:00:00,2024-12-12,joy,HAP,LO,1009,IEO,call_2024-12-12_agent_01_563.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_01_563.wav
call_2024-12-13_agent_01_564,agent_01,2024-12-13T09:12:00,2024-12-13,joy,HAP,LO,1010,IEO,call_2024-12-13_agent_01_564.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_01_564.wav
call_2024-12-14_agent_01_565,agent_01,2024-12-14T13:50:00,2024-12-14,joy,HAP,LO,1011,IEO,call_2024-12-14_agent_01_565.wav,D:\haam_framework\data\cremad_samples\call_2024-12-14_agent_01_565.wav
call_2024-12-15_agent_01_566,agent_01,2024-12-15T15:06:00,2024-12-15,joy,HAP,LO,1012,IEO,call_2024-12-15_agent_01_566.wav,D:\haam_framework\data\cremad_samples\call_2024-12-15_agent_01_566.wav
call_2024-12-16_agent_01_567,agent_01,2024-12-16T14:18:00,2024-12-16,joy,HAP,LO,1013,IEO,call_2024-12-16_agent_01_567.wav,D:\haam_framework\data\cremad_samples\call_2024-12-16_agent_01_567.wav
call_2024-12-17_agent_01_568,agent_01,2024-12-17T10:16:00,2024-12-17,joy,HAP,LO,1014,IEO,call_2024-12-17_agent_01_568.wav,D:\haam_framework\data\cremad_samples\call_2024-12-17_agent_01_568.wav
call_2024-12-18_agent_01_569,agent_01,2024-12-18T13:35:00,2024-12-18,joy,HAP,LO,1015,IEO,call_2024-12-18_agent_01_569.wav,D:\haam_framework\data\cremad_samples\call_2024-12-18_agent_01_569.wav
call_2024-12-19_agent_01_570,agent_01,2024-12-19T10:57:00,2024-12-19,joy,HAP,LO,1016,IEO,call_2024-12-19_agent_01_570.wav,D:\haam_framework\data\cremad_samples\call_2024-12-19_agent_01_570.wav
call_2024-12-10_agent_01_571,agent_01,2024-12-10T11:39:00,2024-12-10,joy,HAP,LO,1017,IEO,call_2024-12-10_agent_01_571.wav,D:\haam_framework\data\cremad_samples\call_2024-12-10_agent_01_571.wav
call_2024-12-11_agent_01_572,agent_01,2024-12-11T16:54:00,2024-12-11,joy,HAP,LO,1018,IEO,call_2024-12-11_agent_01_572.wav,D:\haam_framework\data\cremad_samples\call_2024-12-11_agent_01_572.wav
call_2024-12-12_agent_01_573,agent_01,2024-12-12T11:39:00,2024-12-12,joy,HAP,LO,1019,IEO,call_2024-12-12_agent_01_573.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_01_573.wav
call_2024-12-13_agent_01_574,agent_01,2024-12-13T14:43:00,2024-12-13,joy,HAP,LO,1020,IEO,call_2024-12-13_agent_01_574.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_01_574.wav
call_2024-12-14_agent_01_575,agent_01,2024-12-14T10:24:00,2024-12-14,joy,HAP,LO,1021,IEO,call_2024-12-14_agent_01_575.wav,D:\haam_framework\data\cremad_samples\call_2024-12-14_agent_01_575.wav
call_2024-12-15_agent_01_576,agent_01,2024-12-15T14:36:00,2024-12-15,joy,HAP,LO,1022,IEO,call_2024-12-15_agent_01_576.wav,D:\haam_framework\data\cremad_samples\call_2024-12-15_agent_01_576.wav
call_2024-12-16_agent_01_577,agent_01,2024-12-16T12:08:00,2024-12-16,joy,HAP,LO,1023,IEO,call_2024-12-16_agent_01_577.wav,D:\haam_framework\data\cremad_samples\call_2024-12-16_agent_01_577.wav
call_2024-12-17_agent_01_578,agent_01,2024-12-17T15:34:00,2024-12-17,joy,HAP,LO,1024,IEO,call_2024-12-17_agent_01_578.wav,D:\haam_framework\data\cremad_samples\call_2024-12-17_agent_01_578.wav
call_2024-12-18_agent_01_579,agent_01,2024-12-18T09:47:00,2024-12-18,joy,HAP,LO,1025,IEO,call_2024-12-18_agent_01_579.wav,D:\haam_framework\data\cremad_samples\call_2024-12-18_agent_01_579.wav
call_2024-12-19_agent_01_580,agent_01,2024-12-19T14:50:00,2024-12-19,joy,HAP,LO,1026,IEO,call_2024-12-19_agent_01_580.wav,D:\haam_framework\data\cremad_samples\call_2024-12-19_agent_01_580.wav
call_2024-12-10_agent_01_581,agent_01,2024-12-10T09:36:00,2024-12-10,joy,HAP,LO,1027,IEO,call_2024-12-10_agent_01_581.wav,D:\haam_framework\data\cremad_samples\call_2024-12-10_agent_01_581.wav
call_2024-12-11_agent_01_582,agent_01,2024-12-11T11:41:00,2024-12-11,joy,HAP,LO,1028,IEO,call_2024-12-11_agent_01_582.wav,D:\haam_framework\data\cremad_samples\call_2024-12-11_agent_01_582.wav
call_2024-12-12_agent_01_583,agent_01,2024-12-12T13:01:00,2024-12-12,joy,HAP,LO,1029,IEO,call_2024-12-12_agent_01_583.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_01_583.wav
call_2024-12-13_agent_01_584,agent_01,2024-12-13T16:34:00,2024-12-13,joy,HAP,LO,1030,IEO,call_2024-12-13_agent_01_584.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_01_584.wav
call_2024-12-14_agent_02_585,agent_02,2024-12-14T16:32:00,2024-12-14,joy,HAP,LO,1031,IEO,call_2024-12-14_agent_02_585.wav,D:\haam_framework\data\cremad_samples\call_2024-12-14_agent_02_585.wav
call_2024-12-15_agent_02_586,agent_02,2024-12-15T16:14:00,2024-12-15,joy,HAP,LO,1032,IEO,call_2024-12-15_agent_02_586.wav,D:\haam_framework\data\cremad_samples\call_2024-12-15_agent_02_586.wav
call_2024-12-16_agent_02_587,agent_02,2024-12-16T15:45:00,2024-12-16,joy,HAP,LO,1033,IEO,call_2024-12-16_agent_02_587.wav,D:\haam_framework\data\cremad_samples\call_2024-12-16_agent_02_587.wav
call_2024-12-17_agent_02_588,agent_02,2024-12-17T11:49:00,2024-12-17,joy,HAP,LO,1034,IEO,call_2024-12-17_agent_02_588.wav,D:\haam_framework\data\cremad_samples\call_2024-12-17_agent_02_588.wav
call_2024-12-18_agent_02_589,agent_02,2024-12-18T10:45:00,2024-12-18,joy,HAP,LO,1035,IEO,call_2024-12-18_agent_02_589.wav,D:\haam_framework\data\cremad_samples\call_2024-12-18_agent_02_589.wav
call_2024-12-19_agent_02_590,agent_02,2024-12-19T12:22:00,2024-12-19,joy,HAP,LO,1036,IEO,call_2024-12-19_agent_02_590.wav,D:\haam_framework\data\cremad_samples\call_2024-12-19_agent_02_590.wav
call_2024-12-10_agent_02_591,agent_02,2024-12-10T14:20:00,2024-12-10,joy,HAP,LO,1037,IEO,call_2024-12-10_agent_02_591.wav,D:\haam_framework\data\cremad_samples\call_2024-12-10_agent_02_591.wav
call_2024-12-11_agent_02_592,agent_02,2024-12-11T11:53:00,2024-12-11,joy,HAP,LO,1038,IEO,call_2024-12-11_agent_02_592.wav,D:\haam_framework\data\cremad_samples\call_2024-12-11_agent_02_592.wav
call_2024-12-12_agent_02_593,agent_02,2024-12-12T11:40:00,2024-12-12,joy,HAP,LO,1039,IEO,call_2024-12-12_agent_02_593.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_02_593.wav
call_2024-12-13_agent_02_594,agent_02,2024-12-13T15:50:00,2024-12-13,joy,HAP,LO,1040,IEO,call_2024-12-13_agent_02_594.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_02_594.wav
call_2024-12-14_agent_02_595,agent_02,2024-12-14T15:21:00,2024-12-14,joy,HAP,LO,1041,IEO,call_2024-12-14_agent_02_595.wav,D:\haam_framework\data\cremad_samples\call_2024-12-14_agent_02_595.wav
call_2024-12-15_agent_02_596,agent_02,2024-12-15T14:20:00,2024-12-15,joy,HAP,LO,1042,IEO,call_2024-12-15_agent_02_596.wav,D:\haam_framework\data\cremad_samples\call_2024-12-15_agent_02_596.wav
call_2024-12-16_agent_02_597,agent_02,2024-12-16T13:58:00,2024-12-16,joy,HAP,LO,1043,IEO,call_2024-12-16_agent_02_597.wav,D:\haam_framework\data\cremad_samples\call_2024-12-16_agent_02_597.wav
call_2024-12-17_agent_02_598,agent_02,2024-12-17T16:29:00,2024-12-17,joy,HAP,LO,1044,IEO,call_2024-12-17_agent_02_598.wav,D:\haam_framework\data\cremad_samples\call_2024-12-17_agent_02_598.wav
call_2024-12-18_agent_02_599,agent_02,2024-12-18T14:03:00,2024-12-18,joy,HAP,LO,1045,IEO,call_2024-12-18_agent_02_599.wav,D:\haam_framework\data\cremad_samples\call_2024-12-18_agent_02_599.wav
call_2024-12-19_agent_02_600,agent_02,2024-12-19T10:18:00,2024-12-19,joy,HAP,LO,1046,IEO,call_2024-12-19_agent_02_600.wav,D:\haam_framework\data\cremad_samples\call_2024-12-19_agent_02_600.wav
call_2024-12-10_agent_02_601,agent_02,2024-12-10T14:03:00,2024-12-10,joy,HAP,LO,1047,IEO,call_2024-12-10_agent_02_601.wav,D:\haam_framework\data\cremad_samples\call_2024-12-10_agent_02_601.wav
call_2024-12-11_agent_02_602,agent_02,2024-12-11T14:24:00,2024-12-11,joy,HAP,LO,1048,IEO,call_2024-12-11_agent_02_602.wav,D:\haam_framework\data\cremad_samples\call_2024-12-11_agent_02_602.wav
call_2024-12-12_agent_02_603,agent_02,2024-12-12T13:11:00,2024-12-12,joy,HAP,LO,1049,IEO,call_2024-12-12_agent_02_603.wav,D:\haam_framework\data\cremad_samples\call_2024-12-12_agent_02_603.wav
call_2024-12-13_agent_02_604,agent_02,2024-12-13T16:58:00,2024-12-13,joy,HAP,LO,1050,IEO,call_2024-12-13_agent_02_604.wav,D:\haam_framework\data\cremad_samples\call_2024-12-13_agent_02_604.wav
