call_id,filename,filepath,dataset,emotion,transcript,split
1088_TSI_ANG_XX,1088_TSI_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1088_TSI_ANG_XX.wav,CREMA-D,anger,,train
1088_TSI_DIS_XX,1088_TSI_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1088_TSI_DIS_XX.wav,CREMA-D,disgust,,train
1088_TSI_FEA_XX,1088_TSI_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1088_TSI_FEA_XX.wav,CREMA-D,fear,,test
1088_TSI_NEU_XX,1088_TSI_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1088_TSI_NEU_XX.wav,CREMA-D,neutral,,train
1088_TSI_SAD_XX,1088_TSI_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1088_TSI_SAD_XX.wav,CREMA-D,sadness,,train
1088_WSI_ANG_XX,1088_WSI_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1088_WSI_ANG_XX.wav,CREMA-D,anger,,test
1088_WSI_DIS_XX,1088_WSI_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1088_WSI_DIS_XX.wav,CREMA-D,disgust,,train
1088_WSI_FEA_XX,1088_WSI_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1088_WSI_FEA_XX.wav,CREMA-D,fear,,train
1088_WSI_NEU_XX,1088_WSI_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1088_WSI_NEU_XX.wav,CREMA-D,neutral,,train
1088_WSI_SAD_XX,1088_WSI_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1088_WSI_SAD_XX.wav,CREMA-D,sadness,,test
1089_DFA_ANG_XX,1089_DFA_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_DFA_ANG_XX.wav,CREMA-D,anger,,train
1089_DFA_DIS_XX,1089_DFA_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_DFA_DIS_XX.wav,CREMA-D,disgust,,train
1089_DFA_FEA_XX,1089_DFA_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_DFA_FEA_XX.wav,CREMA-D,fear,,train
1089_DFA_NEU_XX,1089_DFA_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_DFA_NEU_XX.wav,CREMA-D,neutral,,train
1089_DFA_SAD_XX,1089_DFA_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_DFA_SAD_XX.wav,CREMA-D,sadness,,test
1089_IEO_ANG_HI,1089_IEO_ANG_HI.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IEO_ANG_HI.wav,CREMA-D,anger,,val
1089_IEO_ANG_LO,1089_IEO_ANG_LO.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IEO_ANG_LO.wav,CREMA-D,anger,,train
1089_IEO_ANG_MD,1089_IEO_ANG_MD.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IEO_ANG_MD.wav,CREMA-D,anger,,train
1089_IEO_DIS_HI,1089_IEO_DIS_HI.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IEO_DIS_HI.wav,CREMA-D,disgust,,test
1089_IEO_DIS_LO,1089_IEO_DIS_LO.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IEO_DIS_LO.wav,CREMA-D,disgust,,val
1089_IEO_DIS_MD,1089_IEO_DIS_MD.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IEO_DIS_MD.wav,CREMA-D,disgust,,test
1089_IEO_FEA_HI,1089_IEO_FEA_HI.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IEO_FEA_HI.wav,CREMA-D,fear,,train
1089_IEO_FEA_LO,1089_IEO_FEA_LO.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IEO_FEA_LO.wav,CREMA-D,fear,,train
1089_IEO_FEA_MD,1089_IEO_FEA_MD.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IEO_FEA_MD.wav,CREMA-D,fear,,train
1089_IEO_NEU_XX,1089_IEO_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IEO_NEU_XX.wav,CREMA-D,neutral,,train
1089_IEO_SAD_HI,1089_IEO_SAD_HI.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IEO_SAD_HI.wav,CREMA-D,sadness,,train
1089_IEO_SAD_LO,1089_IEO_SAD_LO.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IEO_SAD_LO.wav,CREMA-D,sadness,,train
1089_IEO_SAD_MD,1089_IEO_SAD_MD.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IEO_SAD_MD.wav,CREMA-D,sadness,,test
1089_IOM_ANG_XX,1089_IOM_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IOM_ANG_XX.wav,CREMA-D,anger,,train
1089_IOM_DIS_XX,1089_IOM_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IOM_DIS_XX.wav,CREMA-D,disgust,,test
1089_IOM_FEA_XX,1089_IOM_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IOM_FEA_XX.wav,CREMA-D,fear,,train
1089_IOM_NEU_XX,1089_IOM_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IOM_NEU_XX.wav,CREMA-D,neutral,,test
1089_IOM_SAD_XX,1089_IOM_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IOM_SAD_XX.wav,CREMA-D,sadness,,test
1089_ITH_ANG_XX,1089_ITH_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_ITH_ANG_XX.wav,CREMA-D,anger,,train
1089_ITH_DIS_XX,1089_ITH_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_ITH_DIS_XX.wav,CREMA-D,disgust,,train
1089_ITH_FEA_XX,1089_ITH_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_ITH_FEA_XX.wav,CREMA-D,fear,,val
1089_ITH_NEU_XX,1089_ITH_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_ITH_NEU_XX.wav,CREMA-D,neutral,,train
1089_ITH_SAD_XX,1089_ITH_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_ITH_SAD_XX.wav,CREMA-D,sadness,,train
1089_ITS_ANG_XX,1089_ITS_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_ITS_ANG_XX.wav,CREMA-D,anger,,train
1089_ITS_DIS_XX,1089_ITS_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_ITS_DIS_XX.wav,CREMA-D,disgust,,train
1089_ITS_FEA_XX,1089_ITS_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_ITS_FEA_XX.wav,CREMA-D,fear,,test
1089_ITS_NEU_XX,1089_ITS_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_ITS_NEU_XX.wav,CREMA-D,neutral,,train
1089_ITS_SAD_XX,1089_ITS_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_ITS_SAD_XX.wav,CREMA-D,sadness,,train
1089_IWL_ANG_XX,1089_IWL_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IWL_ANG_XX.wav,CREMA-D,anger,,train
1089_IWL_DIS_XX,1089_IWL_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IWL_DIS_XX.wav,CREMA-D,disgust,,val
1089_IWL_FEA_XX,1089_IWL_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IWL_FEA_XX.wav,CREMA-D,fear,,test
1089_IWL_NEU_XX,1089_IWL_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IWL_NEU_XX.wav,CREMA-D,neutral,,train
1089_IWL_SAD_XX,1089_IWL_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IWL_SAD_XX.wav,CREMA-D,sadness,,val
1089_IWW_ANG_XX,1089_IWW_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IWW_ANG_XX.wav,CREMA-D,anger,,train
1089_IWW_DIS_XX,1089_IWW_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IWW_DIS_XX.wav,CREMA-D,disgust,,train
1089_IWW_FEA_XX,1089_IWW_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IWW_FEA_XX.wav,CREMA-D,fear,,test
1089_IWW_NEU_XX,1089_IWW_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IWW_NEU_XX.wav,CREMA-D,neutral,,train
1089_IWW_SAD_XX,1089_IWW_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_IWW_SAD_XX.wav,CREMA-D,sadness,,train
1089_MTI_ANG_XX,1089_MTI_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_MTI_ANG_XX.wav,CREMA-D,anger,,train
1089_MTI_DIS_XX,1089_MTI_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_MTI_DIS_XX.wav,CREMA-D,disgust,,train
1089_MTI_FEA_XX,1089_MTI_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_MTI_FEA_XX.wav,CREMA-D,fear,,test
1089_MTI_NEU_XX,1089_MTI_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_MTI_NEU_XX.wav,CREMA-D,neutral,,train
1089_MTI_SAD_XX,1089_MTI_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_MTI_SAD_XX.wav,CREMA-D,sadness,,train
1089_TAI_ANG_XX,1089_TAI_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_TAI_ANG_XX.wav,CREMA-D,anger,,test
1089_TAI_DIS_XX,1089_TAI_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_TAI_DIS_XX.wav,CREMA-D,disgust,,test
1089_TAI_FEA_XX,1089_TAI_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_TAI_FEA_XX.wav,CREMA-D,fear,,train
1089_TAI_NEU_XX,1089_TAI_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_TAI_NEU_XX.wav,CREMA-D,neutral,,train
1089_TAI_SAD_XX,1089_TAI_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_TAI_SAD_XX.wav,CREMA-D,sadness,,test
1089_TIE_ANG_XX,1089_TIE_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_TIE_ANG_XX.wav,CREMA-D,anger,,train
1089_TIE_DIS_XX,1089_TIE_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_TIE_DIS_XX.wav,CREMA-D,disgust,,train
1089_TIE_FEA_XX,1089_TIE_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_TIE_FEA_XX.wav,CREMA-D,fear,,val
1089_TIE_NEU_XX,1089_TIE_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_TIE_NEU_XX.wav,CREMA-D,neutral,,train
1089_TIE_SAD_XX,1089_TIE_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_TIE_SAD_XX.wav,CREMA-D,sadness,,test
1089_TSI_ANG_XX,1089_TSI_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_TSI_ANG_XX.wav,CREMA-D,anger,,val
1089_TSI_DIS_XX,1089_TSI_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_TSI_DIS_XX.wav,CREMA-D,disgust,,train
1089_TSI_FEA_XX,1089_TSI_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_TSI_FEA_XX.wav,CREMA-D,fear,,train
1089_TSI_NEU_XX,1089_TSI_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_TSI_NEU_XX.wav,CREMA-D,neutral,,test
1089_TSI_SAD_XX,1089_TSI_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_TSI_SAD_XX.wav,CREMA-D,sadness,,train
1089_WSI_ANG_XX,1089_WSI_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_WSI_ANG_XX.wav,CREMA-D,anger,,train
1089_WSI_DIS_XX,1089_WSI_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_WSI_DIS_XX.wav,CREMA-D,disgust,,test
1089_WSI_FEA_XX,1089_WSI_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_WSI_FEA_XX.wav,CREMA-D,fear,,train
1089_WSI_NEU_XX,1089_WSI_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_WSI_NEU_XX.wav,CREMA-D,neutral,,train
1089_WSI_SAD_XX,1089_WSI_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1089_WSI_SAD_XX.wav,CREMA-D,sadness,,train
1090_DFA_ANG_XX,1090_DFA_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_DFA_ANG_XX.wav,CREMA-D,anger,,test
1090_DFA_DIS_XX,1090_DFA_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_DFA_DIS_XX.wav,CREMA-D,disgust,,test
1090_DFA_FEA_XX,1090_DFA_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_DFA_FEA_XX.wav,CREMA-D,fear,,train
1090_DFA_NEU_XX,1090_DFA_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_DFA_NEU_XX.wav,CREMA-D,neutral,,test
1090_DFA_SAD_XX,1090_DFA_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_DFA_SAD_XX.wav,CREMA-D,sadness,,train
1090_IEO_ANG_HI,1090_IEO_ANG_HI.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IEO_ANG_HI.wav,CREMA-D,anger,,train
1090_IEO_ANG_LO,1090_IEO_ANG_LO.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IEO_ANG_LO.wav,CREMA-D,anger,,train
1090_IEO_ANG_MD,1090_IEO_ANG_MD.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IEO_ANG_MD.wav,CREMA-D,anger,,test
1090_IEO_DIS_HI,1090_IEO_DIS_HI.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IEO_DIS_HI.wav,CREMA-D,disgust,,train
1090_IEO_DIS_LO,1090_IEO_DIS_LO.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IEO_DIS_LO.wav,CREMA-D,disgust,,train
1090_IEO_DIS_MD,1090_IEO_DIS_MD.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IEO_DIS_MD.wav,CREMA-D,disgust,,train
1090_IEO_FEA_HI,1090_IEO_FEA_HI.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IEO_FEA_HI.wav,CREMA-D,fear,,train
1090_IEO_FEA_LO,1090_IEO_FEA_LO.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IEO_FEA_LO.wav,CREMA-D,fear,,test
1090_IEO_FEA_MD,1090_IEO_FEA_MD.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IEO_FEA_MD.wav,CREMA-D,fear,,val
1090_IEO_NEU_XX,1090_IEO_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IEO_NEU_XX.wav,CREMA-D,neutral,,train
1090_IEO_SAD_HI,1090_IEO_SAD_HI.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IEO_SAD_HI.wav,CREMA-D,sadness,,train
1090_IEO_SAD_LO,1090_IEO_SAD_LO.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IEO_SAD_LO.wav,CREMA-D,sadness,,train
1090_IEO_SAD_MD,1090_IEO_SAD_MD.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IEO_SAD_MD.wav,CREMA-D,sadness,,test
1090_IOM_ANG_XX,1090_IOM_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IOM_ANG_XX.wav,CREMA-D,anger,,train
1090_IOM_DIS_XX,1090_IOM_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IOM_DIS_XX.wav,CREMA-D,disgust,,train
1090_IOM_FEA_XX,1090_IOM_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IOM_FEA_XX.wav,CREMA-D,fear,,train
1090_IOM_NEU_XX,1090_IOM_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IOM_NEU_XX.wav,CREMA-D,neutral,,train
1090_IOM_SAD_XX,1090_IOM_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IOM_SAD_XX.wav,CREMA-D,sadness,,train
1090_ITH_ANG_XX,1090_ITH_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_ITH_ANG_XX.wav,CREMA-D,anger,,val
1090_ITH_DIS_XX,1090_ITH_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_ITH_DIS_XX.wav,CREMA-D,disgust,,test
1090_ITH_FEA_XX,1090_ITH_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_ITH_FEA_XX.wav,CREMA-D,fear,,train
1090_ITH_NEU_XX,1090_ITH_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_ITH_NEU_XX.wav,CREMA-D,neutral,,val
1090_ITH_SAD_XX,1090_ITH_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_ITH_SAD_XX.wav,CREMA-D,sadness,,train
1090_ITS_ANG_XX,1090_ITS_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_ITS_ANG_XX.wav,CREMA-D,anger,,train
1090_ITS_DIS_XX,1090_ITS_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_ITS_DIS_XX.wav,CREMA-D,disgust,,train
1090_ITS_FEA_XX,1090_ITS_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_ITS_FEA_XX.wav,CREMA-D,fear,,train
1090_ITS_NEU_XX,1090_ITS_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_ITS_NEU_XX.wav,CREMA-D,neutral,,train
1090_ITS_SAD_XX,1090_ITS_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_ITS_SAD_XX.wav,CREMA-D,sadness,,train
1090_IWL_ANG_XX,1090_IWL_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IWL_ANG_XX.wav,CREMA-D,anger,,train
1090_IWL_DIS_XX,1090_IWL_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IWL_DIS_XX.wav,CREMA-D,disgust,,train
1090_IWL_FEA_XX,1090_IWL_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IWL_FEA_XX.wav,CREMA-D,fear,,train
1090_IWL_NEU_XX,1090_IWL_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IWL_NEU_XX.wav,CREMA-D,neutral,,train
1090_IWL_SAD_XX,1090_IWL_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IWL_SAD_XX.wav,CREMA-D,sadness,,train
1090_IWW_ANG_XX,1090_IWW_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IWW_ANG_XX.wav,CREMA-D,anger,,train
1090_IWW_DIS_XX,1090_IWW_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IWW_DIS_XX.wav,CREMA-D,disgust,,train
1090_IWW_FEA_XX,1090_IWW_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IWW_FEA_XX.wav,CREMA-D,fear,,train
1090_IWW_NEU_XX,1090_IWW_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IWW_NEU_XX.wav,CREMA-D,neutral,,train
1090_IWW_SAD_XX,1090_IWW_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_IWW_SAD_XX.wav,CREMA-D,sadness,,train
1090_MTI_ANG_XX,1090_MTI_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_MTI_ANG_XX.wav,CREMA-D,anger,,test
1090_MTI_DIS_XX,1090_MTI_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_MTI_DIS_XX.wav,CREMA-D,disgust,,train
1090_MTI_FEA_XX,1090_MTI_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_MTI_FEA_XX.wav,CREMA-D,fear,,train
1090_MTI_NEU_XX,1090_MTI_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_MTI_NEU_XX.wav,CREMA-D,neutral,,val
1090_MTI_SAD_XX,1090_MTI_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_MTI_SAD_XX.wav,CREMA-D,sadness,,test
1090_TAI_ANG_XX,1090_TAI_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_TAI_ANG_XX.wav,CREMA-D,anger,,train
1090_TAI_DIS_XX,1090_TAI_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_TAI_DIS_XX.wav,CREMA-D,disgust,,train
1090_TAI_FEA_XX,1090_TAI_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_TAI_FEA_XX.wav,CREMA-D,fear,,train
1090_TAI_NEU_XX,1090_TAI_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_TAI_NEU_XX.wav,CREMA-D,neutral,,train
1090_TAI_SAD_XX,1090_TAI_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_TAI_SAD_XX.wav,CREMA-D,sadness,,train
1090_TIE_ANG_XX,1090_TIE_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_TIE_ANG_XX.wav,CREMA-D,anger,,train
1090_TIE_DIS_XX,1090_TIE_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_TIE_DIS_XX.wav,CREMA-D,disgust,,test
1090_TIE_FEA_XX,1090_TIE_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_TIE_FEA_XX.wav,CREMA-D,fear,,test
1090_TIE_NEU_XX,1090_TIE_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_TIE_NEU_XX.wav,CREMA-D,neutral,,val
1090_TIE_SAD_XX,1090_TIE_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_TIE_SAD_XX.wav,CREMA-D,sadness,,val
1090_TSI_ANG_XX,1090_TSI_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_TSI_ANG_XX.wav,CREMA-D,anger,,train
1090_TSI_DIS_XX,1090_TSI_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_TSI_DIS_XX.wav,CREMA-D,disgust,,train
1090_TSI_FEA_XX,1090_TSI_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_TSI_FEA_XX.wav,CREMA-D,fear,,val
1090_TSI_NEU_XX,1090_TSI_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_TSI_NEU_XX.wav,CREMA-D,neutral,,train
1090_TSI_SAD_XX,1090_TSI_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_TSI_SAD_XX.wav,CREMA-D,sadness,,test
1090_WSI_ANG_XX,1090_WSI_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_WSI_ANG_XX.wav,CREMA-D,anger,,train
1090_WSI_DIS_XX,1090_WSI_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_WSI_DIS_XX.wav,CREMA-D,disgust,,test
1090_WSI_FEA_XX,1090_WSI_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_WSI_FEA_XX.wav,CREMA-D,fear,,train
1090_WSI_NEU_XX,1090_WSI_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_WSI_NEU_XX.wav,CREMA-D,neutral,,train
1090_WSI_SAD_XX,1090_WSI_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1090_WSI_SAD_XX.wav,CREMA-D,sadness,,test
1091_DFA_ANG_XX,1091_DFA_ANG_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1091_DFA_ANG_XX.wav,CREMA-D,anger,,val
1091_DFA_DIS_XX,1091_DFA_DIS_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1091_DFA_DIS_XX.wav,CREMA-D,disgust,,train
1091_DFA_FEA_XX,1091_DFA_FEA_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1091_DFA_FEA_XX.wav,CREMA-D,fear,,train
1091_DFA_NEU_XX,1091_DFA_NEU_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1091_DFA_NEU_XX.wav,CREMA-D,neutral,,train
1091_DFA_SAD_XX,1091_DFA_SAD_XX.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1091_DFA_SAD_XX.wav,CREMA-D,sadness,,train
1091_IEO_ANG_HI,1091_IEO_ANG_HI.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1091_IEO_ANG_HI.wav,CREMA-D,anger,,val
1091_IEO_ANG_LO,1091_IEO_ANG_LO.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1091_IEO_ANG_LO.wav,CREMA-D,anger,,train
1091_IEO_ANG_MD,1091_IEO_ANG_MD.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1091_IEO_ANG_MD.wav,CREMA-D,anger,,train
1091_IEO_DIS_HI,1091_IEO_DIS_HI.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1091_IEO_DIS_HI.wav,CREMA-D,disgust,,train
1091_IEO_DIS_LO,1091_IEO_DIS_LO.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1091_IEO_DIS_LO.wav,CREMA-D,disgust,,train
1091_IEO_DIS_MD,1091_IEO_DIS_MD.wav,d:/haam_framework/crema-d-mirror-main\AudioWAV\1091_IEO_DIS_MD.wav,CREMA-D,disgust,,train
